flasher_cmds,pos_cmd_0s,pos_cmd_1s
7,0.22979999999999995,0.38488
7,0.2673,0.38488
7,0.30479999999999996,0.38488
7,0.34229999999999994,0.38488
7,0.37979999999999997,0.38488
7,0.22979999999999995,0.34737999999999997
7,0.2673,0.34737999999999997
7,0.30479999999999996,0.34737999999999997
7,0.34229999999999994,0.34737999999999997
7,0.37979999999999997,0.34737999999999997
7,0.22979999999999995,0.30988
7,0.2673,0.30988
7,0.30479999999999996,0.30988
7,0.34229999999999994,0.30988
7,0.37979999999999997,0.30988
7,0.22979999999999995,0.27238
7,0.2673,0.27238
7,0.30479999999999996,0.27238
7,0.34229999999999994,0.27238
7,0.37979999999999997,0.27238
7,0.22979999999999995,0.23487999999999998
7,0.2673,0.23487999999999998
7,0.30479999999999996,0.23487999999999998
7,0.34229999999999994,0.23487999999999998
7,0.37979999999999997,0.23487999999999998
